service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5097650,7/24/2018 19:16,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1440 GODDARD AVE , LOUISVILLE, KY, 40204",8,CLOSED,38.23233431,-85.72126876
5097651,7/24/2018 19:20,,UNKNOWN,STRAY ANIMAL,"STRAY ANIMAL, LOOSE, ANIMS",ANIMAL SERVICES,"3901 PEACHTREE AVE , LOUISVILLE, KY, 40215",21,CLOSED,38.18737337,-85.78063711
5097652,7/24/2018 19:23,,UNKNOWN,RAT BAITING,"RATS, PRIVATE PROPERTY ONLY",IPL-PROPERTY MAINTENANCE DIV.,"4913 S 3RD ST , LOUISVILLE, KY, 40214",21,CLOSED,38.17607463,-85.76676097
5097653,7/24/2018 19:27,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"220 NORTHWESTERN PKY , LOUISVILLE, KY, 40212",5,CLOSED,38.26952109,-85.82298816
5097654,7/24/2018 19:35,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4547 SOUTHWESTERN PKY , LOUISVILLE, KY, 40212",5,CLOSED,38.26101963,-85.8257369
5097655,7/24/2018 19:37,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"4549 SOUTHWESTERN PKY , LOUISVILLE, KY, 40212",5,CLOSED,38.26102548,-85.82591467
5097656,7/24/2018 19:38,,UNKNOWN,DAMG RECYCL CART,"DAMAGED RECYCLE CART, RECYCLING, RECYD, SWMS",SWMS - ADMINISTRATION,"2011 FRANKFORT AVE 101, LOUISVILLE, KY, 40206",9,CLOSED,38.25469817,-85.7096467
5097657,7/24/2018 19:38,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"313 SOUTHWESTERN PKY , LOUISVILLE, KY, 40212",5,CLOSED,38.26254932,-85.82635181
5097661,7/24/2018 20:19,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4605 COD DR , LOUISVILLE, KY, 40272",25,CLOSED,38.0974744,-85.84960667
5097660,7/24/2018 20:32,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," PRESTON DR ,  , KY, 40213",21,CLOSED,38.17601875,-85.71386451
5097663,7/24/2018 20:55,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"836 PERENNIAL DR , PARKWAY VILLAGE, KY, 40217",10,CLOSED,38.21004012,-85.73573237
5097665,7/24/2018 21:08,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"11708 MAHOGANY DR , LOUISVILLE, KY, 40272",14,CLOSED,38.08503185,-85.87312208
5097418,7/24/2018 21:42,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," GORHAM WAY , LOUISVILLE, KY, 40291",22,CLOSED,38.14795943,-85.59943489
5097666,7/24/2018 21:44,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"206 ELINE AVE , LOUISVILLE, KY, 40207",9,OPEN,38.25170441,-85.66775212
5097667,7/24/2018 21:44,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1931 ROANOKE AVE , LOUISVILLE, KY, 40205",8,OPEN,38.2269328,-85.70191688
5097670,7/24/2018 23:24,,UNKNOWN,OPEN BURNING,"OPEN BURNING, FIRE, NOT FOOD OR COOKING, FIREO",AIR POLLUTION CONTROL,"915 FRANKLIN ST , LOUISVILLE, KY, 40206",4,OPEN,38.2562845,-85.73478723
5097669,7/25/2018 0:07,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"1318 S 17TH ST , LOUISVILLE, KY, 40210",6,CLOSED,38.23409599,-85.78265922
5097671,7/25/2018 1:34,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"912 ARDMORE DR , LOUISVILLE, KY, 40217",10,CLOSED,38.21499818,-85.73307333
5097743,7/25/2018 6:40,,UNKNOWN,DAMG RECYCL CART,"DAMAGED RECYCLE CART, RECYCLING, RECYD, SWMS",SWMS - ADMINISTRATION,"3320 NANZ AVE , LOUISVILLE, KY, 40207",9,OPEN,38.24529688,-85.66052296
5097745,7/25/2018 6:51,,UNKNOWN,NEW GARBAGE CART,"NEW GARBAGE CART, CARTN, SWMS",SWMS - ADMINISTRATION,"3905 PEMBROKE RD , LOUISVILLE, KY, 40220",26,OPEN,38.2230855,-85.62592259
5097746,7/25/2018 6:56,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"4148 SHERMAN AVE , LOUISVILLE, KY, 40213",10,OPEN,38.19718835,-85.71783584
5097747,7/25/2018 7:00,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"1037 LAMPTON ST , LOUISVILLE, KY, 40204",4,OPEN,38.24157827,-85.73474429
5097748,7/25/2018 7:04,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"720 S 37TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.24911451,-85.81302456
5097749,7/25/2018 7:04,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"2233 BONNYCASTLE AVE , LOUISVILLE, KY, 40205",8,OPEN,38.23419273,-85.69960029
5097751,7/25/2018 7:07,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"916 CLARKS LN , LOUISVILLE, KY, 40217",10,OPEN,38.21630788,-85.73439501
5097750,7/25/2018 7:08,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"1779 W GAULBERT AVE , LOUISVILLE, KY, 40210",3,CLOSED,38.2276082,-85.78919313
5097752,7/25/2018 7:10,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"10915 HARRISON LN , LOUISVILLE, KY, 40118",13,CLOSED,38.09112466,-85.7391466
5097753,7/25/2018 7:12,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"4704 BRAVES LN , LOUISVILLE, KY, 40272",25,CLOSED,38.09325159,-85.85311421
5097754,7/25/2018 7:12,,UNKNOWN,NEW GARBAGE CART,"NEW GARBAGE CART, CARTN, SWMS",SWMS - ADMINISTRATION,"2225 SYCAMORE AVE , LOUISVILLE, KY, 40206",9,OPEN,38.25558387,-85.7035903
5097755,7/25/2018 7:15,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"6157 CHERRY HILL CT , LOUISVILLE, KY, 40229",24,CLOSED,38.11490211,-85.67100995
5097756,7/25/2018 7:16,,UNKNOWN,DANGEROUS ANIMAL,"DANGEROUS ANIMAL, THREATENING, VICIOUS",ANIMAL SERVICES,"6115 KIRKWOOD CT , LOUISVILLE, KY, 40229",13,CLOSED,38.08901264,-85.65009286
5097758,7/25/2018 7:21,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"5905 ALANADALE DR , LOUISVILLE, KY, 40272",14,CLOSED,38.11166326,-85.87083095
5095986,7/25/2018 7:22,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1733 FERNWOOD AVE , LOUISVILLE, KY, 40205",8,OPEN,38.22758179,-85.70515726
5097760,7/25/2018 7:26,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM," BALLARDSVILLE RD , LOUISVILLE, KY, 40241",16,CLOSED,38.31768582,-85.53952291
5097761,7/25/2018 7:27,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1013 S 3RD ST 1, LOUISVILLE, KY, 40203",6,CLOSED,38.23817508,-85.75771233
5097792,7/25/2018 7:27,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"4514 MURPHY LN , FINCASTLE, KY, 40241",17,CLOSED,38.31133176,-85.53977118
5097762,7/25/2018 7:29,,UNKNOWN,REPORT LITTERER,"REPORT LITTERER, LITTV, SWMS",SWMS - ENFORCEMENT UNIT," I 264 RAMP , LOUISVILLE, KY, 40205",10,OPEN,38.20315775,-85.69096198
5097765,7/25/2018 7:31,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION," JOHNSONTOWN RD , LOUISVILLE, KY, 40272",14,CLOSED,38.11644266,-85.89492
5097766,7/25/2018 7:34,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION," CANE RUN RD , LOUISVILLE, KY, 40216",1,CLOSED,38.17767571,-85.8642059
5097767,7/25/2018 7:36,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"5605 BRUNS DR , LOUISVILLE, KY, 40216",12,CLOSED,38.17089774,-85.81867661
5097768,7/25/2018 7:39,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION,"927 E MAIN ST , LOUISVILLE, KY, 40206",4,CLOSED,38.25446298,-85.73440867
5097287,7/25/2018 7:40,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"927 CHEROKEE RD 4, LOUISVILLE, KY, 40204",8,CLOSED,38.24274318,-85.72386847
5097769,7/25/2018 7:41,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"117 S 40TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26331087,-85.81444481
5097770,7/25/2018 7:45,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2919 ROWAN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26300487,-85.79969676
5097771,7/25/2018 7:46,,UNKNOWN,WEATHER RELATED,"WEATHER RELATED, STORM",PUBLIC WORKS STORM/SNOW EVENT,"193 CORAL AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.25887511,-85.70834788
5097773,7/25/2018 7:47,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION," N 20TH ST , LOUISVILLE, KY, 40203",5,CLOSED,38.26220623,-85.78253281
5097774,7/25/2018 7:52,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION,"934 S 6TH ST , LOUISVILLE, KY, 40203",6,CLOSED,38.24117816,-85.76292145
5097775,7/25/2018 7:52,,UNKNOWN,BEDBUGS HEALTH,"BEDBUGS, HEALTH DEPT. BEDBG",HEALTH DEPT - ENVIR. HEALTH,"4540 TAYLORSVILLE RD , JEFFERSONTOWN, KY, 40220",11,CLOSED,38.21798334,-85.59953006
5097776,7/25/2018 7:54,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION," HALE AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.23737101,-85.77824949
5097777,7/25/2018 7:56,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1820 GRAND AVE , LOUISVILLE, KY, 40210",6,OPEN,38.23981112,-85.78684703
5097778,7/25/2018 7:59,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"2351 W MADISON ST , LOUISVILLE, KY, 40211",4,CLOSED,38.25398185,-85.79147963
5097779,7/25/2018 8:02,,UNKNOWN,WEATHER RELATED,"WEATHER RELATED, STORM",PUBLIC WORKS STORM/SNOW EVENT," S 2ND ST , LOUISVILLE, KY, 40208",6,CLOSED,38.22040393,-85.75978566
5097780,7/25/2018 8:03,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"100 ROCK CLIFF CT 1, LOUISVILLE, KY, 40218",10,CLOSED,38.20465151,-85.67496103
5097782,7/25/2018 8:04,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2216 DOROTHY AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.22570429,-85.69045916
5097783,7/25/2018 8:05,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"2734 HALE AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.23917588,-85.79958534
5097784,7/25/2018 8:06,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"9800 THIXTON LN , LOUISVILLE, KY, 40291",20,CLOSED,38.09267209,-85.5779479
5097785,7/25/2018 8:06,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2923 ROWAN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26308186,-85.79989695
5097786,7/25/2018 8:06,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"1904 HAZELWOOD CT , LOUISVILLE, KY, 40214",15,CLOSED,38.17494807,-85.79090327
5097789,7/25/2018 8:08,,UNKNOWN,NEW GARBAGE CART,"NEW GARBAGE CART, CARTN, SWMS",SWMS - ADMINISTRATION,"4018 VERMONT AVE 1, LOUISVILLE, KY, 40211",5,CLOSED,38.25651947,-85.81789299
5097793,7/25/2018 8:10,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM," S 19TH ST , LOUISVILLE, KY, 40203",4,OPEN,38.25589687,-85.78196168
5097795,7/25/2018 8:12,,UNKNOWN,MARKING REFRESH,"MARKING REFRESH, NOT LONG LINE, MARKR",PUBLIC WORKS - TRAFFIC ENG,"305 BABE DR , LOUISVILLE, KY, 40118",13,OPEN,38.10142247,-85.76734605
5097798,7/25/2018 8:15,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4302 WYOLA CT , LOUISVILLE, KY, 40218",10,CLOSED,38.19624635,-85.64437718
5097799,7/25/2018 8:15,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2620 WOODLAND AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.23366162,-85.79830475
5097800,7/25/2018 8:20,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"318 GILLILAND RD , LOUISVILLE, KY, 40245",19,CLOSED,38.23033263,-85.45713205
5097802,7/25/2018 8:23,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM," BASS RD , LOUISVILLE, KY, 40059",16,CLOSED,38.34380381,-85.62014951
5097803,7/25/2018 8:23,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT,"3631 CRAIG AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.19334824,-85.78950465
5091841,7/25/2018 8:24,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"312 N 20TH ST , LOUISVILLE, KY, 40203",5,OPEN,38.26275606,-85.78275211
5097804,7/25/2018 8:24,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"3002 WAYNE RD , LOUISVILLE, KY, 40216",1,CLOSED,38.20056197,-85.82824053
5089953,7/25/2018 8:26,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"7204 LAWNSIDE DR , LOUISVILLE, KY, 40214",21,CLOSED,38.14908151,-85.76877511
5095888,7/25/2018 8:29,,UNKNOWN,WEATHER RELATED,"WEATHER RELATED, STORM",PUBLIC WORKS STORM/SNOW EVENT,"7308 CARDINAL HILL RD , LOUISVILLE, KY, 40214",25,CLOSED,38.15358334,-85.79922579
5097807,7/25/2018 8:32,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"7303 AURORA DR , LOUISVILLE, KY, 40214",21,CLOSED,38.14759579,-85.76602446
5097808,7/25/2018 8:34,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT," S 19TH ST , LOUISVILLE, KY, 40203",4,CLOSED,38.25589687,-85.78196168
5097809,7/25/2018 8:34,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"119 LENOAK DR , LOUISVILLE, KY, 40214",21,CLOSED,38.14898187,-85.76799051
5097810,7/25/2018 8:35,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1400 CENTRAL AVE 103, LOUISVILLE, KY, 40208",6,OPEN,38.21083656,-85.77995483
5097811,7/25/2018 8:35,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1400 CENTRAL AVE 103, LOUISVILLE, KY, 40208",6,OPEN,38.21083656,-85.77995483
5097812,7/25/2018 8:35,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1400 CENTRAL AVE 103, LOUISVILLE, KY, 40208",6,CLOSED,38.21083656,-85.77995483
5083121,7/25/2018 8:37,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2339 W LEE ST , LOUISVILLE, KY, 40210",3,OPEN,38.22832983,-85.79755397
5095843,7/25/2018 8:38,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," OLD BARDSTOWN RD , LOUISVILLE, KY, 40291",22,CLOSED,38.12792874,-85.57645196
5097813,7/25/2018 8:39,,UNKNOWN,NSWMS OTHER,SWMS OTHER,NON SERVICE SWMS,"3763 PARTHENIA AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.18930949,-85.79232474
5038633,7/25/2018 8:42,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1879 RUTHERFORD AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.22353567,-85.7010239
5097815,7/25/2018 8:42,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"7805 NEW LA GRANGE RD , LYNDON, KY, 40222",7,CLOSED,38.25612928,-85.60925959
5097816,7/25/2018 8:43,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"4030 BEECH AVE , LOUISVILLE, KY, 40215",15,OPEN,38.18451745,-85.79457525
5097817,7/25/2018 8:43,,UNKNOWN,NGARBAGE DAY,GARBAGE DAY,N-PICKUP DAYS,"1879 RUTHERFORD AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.22353567,-85.7010239
5097818,7/25/2018 8:45,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"3948 CANE RUN RD , LOUISVILLE, KY, 40211",1,CLOSED,38.21004716,-85.82403984
5097820,7/25/2018 8:47,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"7210 GERBER AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.14979903,-85.76682161
5097821,7/25/2018 8:47,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"905 S JACKSON ST , LOUISVILLE, KY, 40203",4,CLOSED,38.24026788,-85.74617743
5097827,7/25/2018 8:51,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"4 DUPONT WAY 6, ST MATTHEWS, KY, 40207",26,CLOSED,38.23073913,-85.63408585
5097829,7/25/2018 8:52,,UNKNOWN,ILLEGAL PARKING,"ILLEGAL PARKING IN PARC AREAS ONLY, ILLPK",PARKING AUTHORITY OF RIVER CTY,"719 W JEFFERSON ST , LOUISVILLE, KY, 40202",4,CLOSED,38.25463422,-85.76258878
5097830,7/25/2018 8:53,,UNKNOWN,ILLEGAL PARKING,"ILLEGAL PARKING IN PARC AREAS ONLY, ILLPK",PARKING AUTHORITY OF RIVER CTY,"1311 S 2ND ST 1, LOUISVILLE, KY, 40208",6,CLOSED,38.23197681,-85.75726336
5097960,7/25/2018 8:54,,UNKNOWN,ILLEGAL PARKING,"ILLEGAL PARKING IN PARC AREAS ONLY, ILLPK",PARKING AUTHORITY OF RIVER CTY,"1310 S 1ST ST , LOUISVILLE, KY, 40208",6,CLOSED,38.2318138,-85.75606224
5060884,7/25/2018 8:55,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"4405 S 8TH ST , LOUISVILLE, KY, 40215",15,CLOSED,38.19078199,-85.77284443
5097832,7/25/2018 8:55,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM,"3778 LEXINGTON RD , LOUISVILLE, KY, 40207",9,OPEN,38.25219508,-85.65852203
5097833,7/25/2018 8:55,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2413 GRIFFITHS AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.26575727,-85.78843775
5097834,7/25/2018 8:55,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1540 S 31ST ST , LOUISVILLE, KY, 40211",3,CLOSED,38.23026235,-85.80753904
5097836,7/25/2018 8:57,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," RUNDILL RD , LOUISVILLE, KY, 40214",15,CLOSED,38.16861722,-85.78566049
5097837,7/25/2018 8:57,,UNKNOWN,LITTER BASKETS,"LITTER BASKETS, EMPTY, MISS, REPAIR, NEW, REMOVE, RELOCATE, LTRBS, SWMS",SWMS - ADMINISTRATION," W SOUTHERN HEIGHTS AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.18979795,-85.78739246
5097839,7/25/2018 8:59,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1313 E WASHINGTON ST , LOUISVILLE, KY, 40206",4,OPEN,38.25734525,-85.72823995
5097842,7/25/2018 8:59,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",COMMUNITY FORESTRY ARBORIST,"203 E ESPLANADE AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.16137434,-85.76920231
5097841,7/25/2018 9:01,,UNKNOWN,SIGN OBSTRUCTION,"SIGN OBSTRUCTION, TREES, BRANCHES, ETC. ROWOB",PUBLIC WORKS - SIGNS MARKINGS," S ENGLISH STATION RD , LOUISVILLE, KY, 40299",20,CLOSED,38.19912112,-85.47727882
5097845,7/25/2018 9:02,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"3110 TAYLORSVILLE RD , LOUISVILLE, KY, 40205",8,OPEN,38.22213405,-85.66122558
5097844,7/25/2018 9:02,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"1948 W MUHAMMAD ALI BLVD , LOUISVILLE, KY, 40203",4,CLOSED,38.25398227,-85.7845661
5097846,7/25/2018 9:04,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2206 GREENWOOD AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.24104513,-85.79011513
5094110,7/25/2018 9:06,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"5908 LORETTA ST , LOUISVILLE, KY, 40213",21,OPEN,38.16366458,-85.70986118
5097848,7/25/2018 9:06,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION,"1820 TREVILIAN WAY , LOUISVILLE, KY, 40205",8,CLOSED,38.21771152,-85.69497581
5097845,7/25/2018 9:08,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"3110 TAYLORSVILLE RD , LOUISVILLE, KY, 40205",8,OPEN,38.22213405,-85.66122558
5097850,7/25/2018 9:08,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION," VALLEY STATION RD , LOUISVILLE, KY, 40272",25,CLOSED,38.10725352,-85.83493436
